Cohort,Dev_0,Dev_1,Dev_2,Dev_3,Dev_4,Dev_5,Dev_6,Dev_7,Dev_8,Dev_9,Dev_10,Dev_11,Dev_12,Dev_13,Dev_14,Dev_15,Dev_16,Dev_17,Dev_18,Dev_19,Dev_20,Dev_21,Dev_22,Dev_23,Dev_24,Dev_25,Dev_26,Dev_27,Dev_28,Dev_29,Dev_30,Dev_31,Dev_32,Dev_33,Dev_34,Dev_35,Dev_36,Dev_37,Dev_38,Dev_39,Dev_40,Dev_41,Dev_42,Dev_43,Dev_44,Dev_45,Dev_46,Dev_47,Dev_48,Dev_49,Dev_50,Dev_51,Dev_52,Dev_53,Dev_54,Dev_55,Dev_56,Dev_57,Dev_58,Dev_59,Dev_60,Dev_61,Dev_62,Dev_63,Dev_64
2012 Q3,3104629.22,5894615.47,8996581.08,11703056.09,14488886.12,17058809.91,19724945.8,22002478.91,24461697.51,26700280.92,28704593.39,30662446.73,32755420.65,34552574.21,36362924.04,38060269.85,39670500.26,41349855.28,42941072.83,44365856.85,45725447.78,47098222.89,48328362.83,49567799.39,50845207.11,52074531.84,53131200.65,54214082.41,55205484.05,56146069.83,57123438.54,58052688.76,58968752.86,59803888.01,60550532.71,61313893.77,62108215.51,62767607.26,63400505.82,64102918.1,64693859.7,65313903.05,65866470.45,66449188.36,66990053.3,67528247.3,68004378.3,68501272.28,68952475.43,69402996.88,69840900.74,70222157.75,70587388.95,70951192.0,71314337.78,,,,,,,,,,
2012 Q4,3761901.15,7392156.35,10824260.49,14345728.17,17640890.48,20856246.71,23763944.93,26741958.33,29666708.18,32469927.75,34984894.33,37369023.52,39763854.6,42310460.24,44579827.83,46721970.85,48819421.11,50843495.92,52679299.24,54483575.65,56262590.57,58123426.45,59881610.34,61569818.37,63221555.76,64585468.31,66043006.29,67352671.56,68705831.64,70033249.61,71317787.85,72476704.74,73635205.04,74780795.52,75844707.95,76779807.57,77680529.09,78655388.13,79477087.69,80256401.45,81049933.36,81806043.59,82517468.95,83284418.74,83953556.23,84652608.46,85316367.41,85969988.98,86583018.01,87105531.35,87656875.01,88159374.59,88655974.92,89131324.03,,,,,,,,,,,
2013 Q1,3796140.19,7401163.32,10919350.52,14561047.94,18039093.67,21052146.78,24279249.49,27432389.25,30367301.85,33228471.55,35744106.92,38434033.19,40781266.34,43080796.51,45488921.65,47625270.85,49556537.32,51475584.32,53350225.56,55103791.4,56728384.46,58455566.86,60139133.19,61650063.98,63096179.9,64475868.96,65803081.6,67095961.77,68344971.24,69573027.77,70665781.39,71883419.14,72979559.0,74023653.27,75046248.71,76061632.41,76994840.09,77904566.25,78736359.38,79503323.61,80253608.35,81036069.49,81740232.37,82388158.42,83108003.09,83751837.93,84373965.86,85007573.67,85569322.32,86100492.03,86628485.29,87100909.31,87570083.85,,,,,,,,,,,,
2013 Q2,3474232.06,6987880.39,10293433.73,13409198.89,16166533.51,19113767.61,21994334.68,24434471.06,26977581.33,29397940.48,31597125.03,33827369.45,36041583.51,38063641.13,39993808.57,41859934.93,43722399.87,45581008.85,47139642.72,48891636.96,50346239.21,51812783.6,53367599.11,54669252.82,56062165.0,57403222.28,58591782.57,59806342.33,60947069.5,61990645.21,63109660.56,64158064.38,65159234.25,66107173.98,67030321.22,67914381.24,68759438.58,69613552.41,70378447.95,71056053.86,71767278.0,72456693.39,73108294.35,73708024.06,74323068.57,74871962.71,75432161.32,75957903.99,76469024.13,76930594.29,77434354.64,77857743.79,,,,,,,,,,,,,
2013 Q3,3890085.22,7716840.87,11373931.87,14692257.53,17853327.51,21110093.66,23820189.96,26638979.75,29298681.36,31776628.55,34155013.06,36415864.3,38758130.8,41109947.39,43273870.35,45372235.65,47355488.29,49088579.6,50876408.03,52619276.12,54199211.48,55812121.74,57461933.04,58828222.1,60142291.72,61561149.78,62850792.49,64142069.2,65363845.48,66535411.52,67717142.59,68709439.96,69690659.66,70655564.83,71592998.43,72530302.22,73467529.68,74371952.16,75205191.54,75926441.41,76643498.66,77407764.02,78129476.42,78761721.02,79441147.12,80027810.22,80609775.94,81156789.08,81700457.81,82224850.26,82703638.12,,,,,,,,,,,,,,
2013 Q4,4033911.46,8097619.48,11874206.29,15364452.89,18735620.91,22033398.21,25339950.84,28230182.26,31307740.65,34074228.55,36702900.78,39270537.54,41834053.08,44338003.85,46536722.39,48784369.35,51037121.51,53213916.61,55253425.36,57228198.07,58987160.25,60699328.69,62265524.67,63789846.02,65404169.66,66985768.92,68397466.5,69731729.87,71091580.64,72419743.3,73630925.42,74777081.83,75922036.31,77045559.3,78045825.75,78979520.42,79882442.54,80728979.74,81652368.3,82493367.56,83246720.12,84074986.09,84858450.58,85606443.18,86320122.5,86980511.53,87574783.38,88168571.45,88770441.56,89321631.82,,,,,,,,,,,,,,,
2014 Q1,4350133.44,8217138.5,12325122.71,16036691.84,19452644.54,22646635.46,25989155.88,29133414.04,32094971.89,35052914.73,38028200.57,40563719.33,43000619.01,45578948.0,47989663.16,50087196.77,52238992.84,54356390.02,56448439.99,58354777.73,60283176.83,62043051.65,63729201.37,65267720.5,66823226.46,68226955.17,69571922.55,70908165.91,72259198.83,73467232.2,74718237.79,75995182.9,77076326.45,78196771.97,79334928.79,80338299.27,81260007.9,82220565.79,83182991.53,84000467.72,84826772.85,85671609.0,86501139.47,87259736.83,87989707.35,88692503.16,89353692.45,89979764.59,90559325.8,,,,,,,,,,,,,,,,
2014 Q2,3484718.41,6920910.38,10521776.99,13601636.66,16655273.81,19546547.02,22658769.76,25331846.72,27911361.43,30465998.84,33102589.51,35530880.58,37944542.77,39992079.67,42007014.89,43916784.79,45957049.93,47840099.22,49548170.49,51359744.51,53078183.46,54689668.54,56277248.08,57805214.27,59261290.99,60577365.01,61928441.41,63140929.97,64410673.6,65617751.53,66678227.19,67763174.64,68808487.25,69833130.6,70849433.84,71817649.28,72633357.63,73486381.35,74246344.01,75031702.31,75820147.93,76523644.68,77203809.8,77896029.8,78570329.7,79189187.74,79737503.41,80322450.17,,,,,,,,,,,,,,,,,
2014 Q3,4039067.02,7879711.35,11120941.59,14347998.58,17416385.07,20585375.28,23632719.01,26402824.47,29220284.66,31717286.62,34162393.86,36534412.13,38761614.08,41080038.9,43380969.83,45531938.76,47386342.91,49243673.96,50957522.89,52794341.33,54409114.06,56005036.46,57532827.79,59141734.14,60698764.36,62113739.98,63384985.87,64770518.68,66101327.56,67357631.06,68499046.39,69592950.87,70574759.58,71528223.84,72426201.84,73381718.61,74220305.76,75118024.71,75965692.76,76697937.35,77412687.53,78181096.72,78914551.03,79568566.27,80252295.29,80841853.28,81413664.7,,,,,,,,,,,,,,,,,,
2014 Q4,3647395.01,6936110.51,10215472.61,13473470.78,16381517.55,19502860.91,22579376.7,25323120.49,27795532.73,30147267.71,32418023.91,34658316.99,37071254.83,39266156.0,41411341.14,43417881.44,45386024.04,47108843.51,48915425.47,50598077.97,52252834.35,53939990.39,55443435.01,56850815.07,58292022.0,59528333.63,60902891.93,62160962.23,63392641.5,64498275.54,65630039.69,66740865.02,67753062.82,68689586.94,69603086.89,70554871.68,71394478.35,72169820.29,73002829.14,73753921.52,74433976.93,75123214.84,75820306.69,76455500.79,77062633.68,77677961.99,,,,,,,,,,,,,,,,,,,
2015 Q1,4190878.33,7954794.67,11589041.7,15312270.39,18530719.96,22008343.97,24947209.7,27718119.39,30401775.47,33233931.57,35902069.57,38583717.19,41039868.63,43259389.85,45451876.31,47728069.27,49939762.45,51917464.23,53719948.45,55669926.1,57589912.48,59318840.89,60833953.72,62335367.42,63945808.09,65464527.48,66909194.63,68155698.37,69540155.99,70841344.6,71941471.69,73142835.64,74211947.44,75262319.18,76288693.16,77330582.31,78261430.3,79173231.56,80065018.63,80898103.24,81744329.28,82552499.78,83278805.62,83996909.06,84702974.54,,,,,,,,,,,,,,,,,,,,
2015 Q2,4049125.59,8397610.44,12431381.22,16180673.65,19968918.21,23409390.33,26528737.0,29472565.7,32357378.04,35159029.6,37884725.2,40755454.16,43341154.42,45683098.28,48101557.41,50329070.78,52693575.92,54892280.21,56832588.87,58909263.73,60737315.36,62493768.64,64203629.85,65942350.06,67624915.83,69271930.09,70752054.02,72247061.26,73526288.49,74920162.26,76172154.95,77387281.59,78461903.84,79529371.59,80577146.52,81629396.56,82569914.05,83544207.43,84511693.38,85448251.79,86253780.44,87081027.74,87808605.63,88596991.4,,,,,,,,,,,,,,,,,,,,,
2015 Q3,3461676.8,6885034.52,10448684.74,13587708.94,16491004.57,19661381.19,22720714.62,25365252.85,27858641.5,30348539.52,32735293.56,35019502.24,37117028.53,39261622.55,41211636.49,43252068.46,45207916.44,47131958.5,48780239.33,50592246.65,52280965.16,53814446.71,55385417.38,56954858.03,58427002.72,59863409.68,61156836.27,62460004.3,63603289.16,64827606.53,65941088.99,66956122.23,67961594.58,68992440.16,69961955.8,70834768.01,71701306.06,72527626.85,73297727.26,74124781.77,74832200.29,75541777.42,76236387.54,,,,,,,,,,,,,,,,,,,,,,
2015 Q4,4402048.59,8169807.78,11794002.27,15360361.21,19207750.25,22759905.57,25815592.45,29071733.65,32084009.52,34880225.23,37482690.65,40247205.69,42877580.15,45202341.03,47576697.81,50010509.85,52241532.36,54387338.0,56576938.46,58581662.22,60407825.73,62089658.91,63884891.66,65589774.26,67259802.35,68753205.05,70207893.71,71571987.92,72989367.58,74208156.54,75565810.41,76735516.0,77880541.45,78935599.89,79928919.82,80952423.55,81982711.3,82869433.84,83852302.19,84759076.64,85665792.88,86468492.28,,,,,,,,,,,,,,,,,,,,,,,
2016 Q1,3913755.32,7652857.36,11177354.73,14524674.25,17700123.72,20824997.13,23671372.91,26729256.34,29497144.73,32314425.01,34858758.39,37207024.26,39551061.76,41690706.42,43743737.99,45687424.54,47661774.58,49647634.62,51636541.22,53379280.32,55135099.07,56663854.83,58218610.49,59643028.77,60995663.97,62309321.97,63560314.31,64792499.15,65973580.97,67255875.35,68320684.55,69332064.38,70358666.65,71347842.17,72326442.04,73208967.4,74072880.09,74872445.28,75668189.78,76492700.06,77235132.38,,,,,,,,,,,,,,,,,,,,,,,,
2016 Q2,4523515.45,8766618.28,12866307.51,16659594.42,20609631.74,24008454.6,27343097.78,30603991.14,33891870.15,37129154.5,40298713.27,43350079.13,46115640.87,48644933.32,51034636.1,53423022.54,55712901.32,57823526.37,59891893.76,61966887.51,63984886.67,65766605.89,67503479.48,69285990.81,71083446.07,72720775.08,74178160.18,75774787.45,77288652.22,78729915.78,80135344.0,81503190.99,82706439.34,83887667.56,85093157.92,86167680.77,87132041.79,88169207.21,89137889.08,90060501.67,,,,,,,,,,,,,,,,,,,,,,,,,
2016 Q3,4081848.61,8017860.9,11535714.49,15176685.01,18578594.92,22041442.81,25246337.49,28604691.41,31510737.03,34449112.78,37399660.35,40149500.05,42835517.97,45126052.62,47574113.69,49764909.76,52080933.31,54078223.87,56129118.54,57968209.16,59738883.89,61510685.56,63140566.86,64915063.46,66376178.6,67829763.17,69216534.85,70728729.97,72137737.78,73410830.18,74688041.03,75880874.59,76987740.55,78039255.73,79041734.65,80118587.51,81093453.39,82104541.58,83055391.57,,,,,,,,,,,,,,,,,,,,,,,,,,
2016 Q4,4291721.61,8216922.68,11826603.59,15670051.59,18888041.85,22045589.0,25481796.97,28632048.83,31406424.12,34222132.17,36984626.68,39715186.94,42053902.97,44430398.71,46779688.45,49144631.83,51456624.84,53499252.05,55532532.2,57465357.36,59407597.55,61301902.71,63094869.16,64604415.62,66080509.11,67524511.48,69035170.3,70501360.31,71872315.58,73196835.26,74428842.05,75623111.91,76807548.26,77918219.9,78934034.8,79890872.56,80896902.29,81759357.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q1,4039349.18,7515394.28,10881598.66,14361667.87,17458270.95,20733444.3,23514403.4,26453131.07,29400985.88,31881523.0,34348892.54,36623598.45,38919443.2,41097390.66,43175347.33,45119057.23,47245531.98,49206670.76,51010090.68,52748041.8,54361389.29,56011927.32,57687436.94,59252856.14,60636890.82,62118935.61,63435154.44,64663167.93,66011090.97,67169145.41,68321848.49,69383635.98,70441503.67,71422255.14,72448587.98,73398078.31,74377485.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q2,3961859.22,7478759.13,11116385.82,14583950.03,17866748.33,21309680.63,24329563.29,27453005.83,30292995.19,33163085.29,35898539.47,38563194.74,41009847.32,43430254.02,45646982.46,47993931.31,50009706.72,52091365.1,54078295.34,55858857.44,57704666.3,59550975.09,61278405.35,62923309.37,64460191.22,65840376.64,67172699.86,68517120.94,69871219.55,71148635.06,72421967.22,73521009.04,74571182.58,75619483.7,76620616.55,77674688.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q3,3923908.26,8102271.79,11875762.61,15308271.34,18816949.88,22256098.22,25552254.48,28506622.33,31465492.51,34400692.53,37238977.86,39758863.05,42114149.93,44720861.45,47054590.32,49175038.42,51470238.15,53576909.24,55710475.89,57656702.64,59456033.28,61132914.76,62777788.63,64313651.88,65981451.94,67556145.31,68973298.03,70448471.34,71734505.2,73002141.83,74235628.15,75515697.92,76635171.75,77660315.02,78689132.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q4,4451644.45,8744608.29,12775843.39,16752546.79,20688519.92,24242691.36,27620488.93,31080315.29,34089899.79,37027906.13,39777940.26,42667745.07,45260892.18,47872128.8,50353839.37,52938191.08,55417437.58,57567594.72,59613498.59,61639489.33,63462142.55,65236408.21,67007367.99,68786595.16,70424171.8,72092333.92,73592881.37,75012388.64,76528267.9,77844663.26,79238079.78,80531979.38,81760018.58,83019557.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q1,3974561.78,7631848.7,11225422.47,14679606.94,18095062.98,21452398.22,24346855.42,27167125.67,29931373.75,32598928.85,35092066.07,37729468.81,40011431.56,42408071.0,44665682.13,46928323.3,48941723.99,50985637.49,52968028.09,54830888.99,56573317.96,58304525.47,60036779.53,61659612.08,63105105.26,64504075.36,65837508.12,67241284.36,68463747.25,69715974.74,70940097.07,72076566.13,73143593.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q2,4451978.61,8637589.98,12702855.67,16849375.56,20779785.21,24556815.48,28238824.75,31849669.38,35384804.39,38585296.06,41706794.41,44494868.99,47173073.18,49799655.08,52239897.97,54614844.9,56928154.38,59263716.31,61594321.34,63695694.35,65860497.51,67752131.07,69576209.38,71497771.12,73326145.86,75013825.65,76603554.49,78068833.51,79464506.73,80943113.4,82282916.25,83528660.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q3,4038031.79,8186941.15,11999867.35,15551519.46,18738057.1,21810723.7,24840195.92,28086737.07,30860994.38,33569403.1,36425442.45,38917170.09,41269033.4,43693807.44,45840885.62,47991388.84,50129572.33,52106272.53,54026706.49,56065831.0,57782136.8,59438119.34,60996168.99,62682091.12,64179575.3,65631013.15,67074043.1,68520365.15,69797300.12,71131925.29,72309422.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q4,4174898.75,8292815.88,11732151.55,15180712.45,18628469.2,21763003.84,24817973.68,27839570.05,30545801.26,33498570.94,36110159.43,38832673.41,41472009.87,43700115.83,45831615.67,48065126.13,50347024.63,52352087.42,54263302.01,56089201.25,57989288.37,59596286.86,61261619.19,62831132.57,64257837.16,65741057.24,67183804.65,68584480.82,69881667.51,71148079.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q1,3763964.91,7844451.07,11483987.78,15240094.35,18558593.93,21615567.54,24540718.07,27516239.13,30259988.02,33216621.12,35970825.97,38369390.91,40686109.97,42958327.33,45231549.21,47524670.56,49538881.6,51673075.61,53584577.12,55468236.01,57216157.23,59033161.54,60801727.05,62476462.52,64016790.25,65532753.48,67046527.17,68312264.86,69568792.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q2,4526521.82,9094582.15,12898342.82,16949159.28,20784809.02,24211204.5,27540407.59,30789236.86,34204083.88,37075915.28,39813710.13,42699025.89,45358409.24,47872823.89,50501695.67,53048321.42,55202388.27,57363384.24,59594338.2,61792065.13,63820504.72,65752568.81,67674239.51,69330311.33,71140085.99,72846828.02,74528726.53,76061612.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q3,4620287.65,9028626.49,13261317.97,17126502.28,20799524.67,24355007.41,27711393.23,31125191.15,34132164.24,37123201.04,40215129.39,42965595.35,45667898.3,48130306.71,50633224.6,53208757.28,55640686.4,57813568.92,59925050.94,62086115.84,63949622.97,65941115.98,67694846.58,69454498.12,71155118.98,72881339.3,74468954.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q4,4062206.24,8434019.01,12447826.85,16024049.35,19826504.48,23348137.38,26499771.09,29706194.72,33045979.31,36189650.39,38973505.34,41654174.99,44132308.55,46712582.32,49337520.82,51678755.59,53818870.22,55954479.43,57955343.43,60005614.63,61931618.44,63927586.46,65856605.08,67678711.0,69428887.66,71050998.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q1,4880391.78,9341643.95,13898255.08,17862622.79,22063118.53,25891707.23,29930926.07,33373243.46,36952770.6,40508312.37,43729648.77,46639964.94,49779867.71,52583614.25,55423277.56,57973514.71,60477307.06,62720403.07,65214499.97,67452517.81,69748649.55,71841667.88,73811992.99,75791374.19,77668487.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q2,4420387.94,9085611.63,13544100.89,17458055.52,21296740.0,24943512.34,28804762.19,32330905.27,35710021.25,39065211.63,42086333.06,45188636.29,47986974.73,50644127.69,53145946.44,55630774.5,58291344.27,60741099.27,63070374.64,65171811.23,67260871.3,69203494.48,71020122.67,72993833.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q3,4325850.68,8021689.05,11530188.72,14906675.62,18346791.07,21460646.53,24706303.26,27603778.72,30812113.71,33788023.53,36702306.82,39401811.8,41852913.19,44356670.86,46863805.4,49258891.56,51465546.54,53598855.36,55735830.45,57508115.26,59421619.53,61087632.44,62663952.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q4,4851368.3,9622159.05,14339091.34,18681321.91,22973460.52,26701252.81,30514412.64,34338729.86,38055122.61,41559912.16,44969739.44,48313850.01,51288740.87,54216735.74,57092701.43,59877167.82,62521221.08,65106957.58,67423096.6,69828898.12,71972390.14,73992086.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Q1,4419969.25,8501538.85,12675922.7,16596056.76,20442634.6,23993940.41,27849197.09,31144923.79,34485619.66,37528560.95,40643879.09,43490149.64,46133173.86,48742165.99,51197474.65,53560810.17,55883262.2,58353286.17,60479145.52,62461937.39,64508317.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Q2,4822606.93,9450820.78,13873634.51,18017636.33,21686293.6,25447935.91,29099826.88,32760172.47,35820326.24,39042369.03,42263529.81,45440944.5,48157302.4,50763006.71,53515737.37,55884127.64,58204587.03,60472679.42,62682956.79,64797836.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
