Cohort,Dev_0,Dev_1,Dev_2,Dev_3,Dev_4,Dev_5,Dev_6,Dev_7,Dev_8,Dev_9,Dev_10,Dev_11,Dev_12,Dev_13,Dev_14,Dev_15,Dev_16,Dev_17,Dev_18,Dev_19,Dev_20,Dev_21,Dev_22,Dev_23,Dev_24,Dev_25,Dev_26,Dev_27,Dev_28,Dev_29,Dev_30,Dev_31,Dev_32,Dev_33,Dev_34,Dev_35,Dev_36,Dev_37,Dev_38,Dev_39,Dev_40,Dev_41,Dev_42,Dev_43,Dev_44,Dev_45,Dev_46,Dev_47,Dev_48,Dev_49,Dev_50,Dev_51,Dev_52,Dev_53,Dev_54,Dev_55,Dev_56,Dev_57,Dev_58,Dev_59,Dev_60,Dev_61,Dev_62,Dev_63,Dev_64
2012 Q3,40045025.96,36884369.14,31687018.74,35728831.64,30652681.65,34911503.61,28886135.04,28393507.67,34001586.03,31816483.87,28027106.99,26377786.07,29096453.99,23666070.51,24123699.08,24888720.06,19745150.69,20961687.21,20708738.49,17567482.64,16108154.99,15074530.65,17206547.11,13724293.93,12646736.37,14100888.79,13590699.2,13679009.88,11039743.31,8801456.24,7924832.95,8612871.92,7881093.33,6685287.29,5096960.76,4182269.28,3373250.38,3133196.7,1998792.5,1057111.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2012 Q4,52781638.91,41325824.1,42071862.86,42642200.16,36605636.17,43280591.97,37181145.77,42669014.29,38914247.47,34962443.54,38497440.75,35346895.68,35977992.95,36546572.61,31188537.22,33898350.14,31307545.52,31108113.95,22523737.16,24870865.36,26710287.28,20848773.83,20961383.96,19444776.13,17146056.64,17167525.86,14977154.96,14709585.75,14052000.93,13292593.29,11270468.11,9444900.57,8414810.91,8544825.4,8146591.75,5948432.86,4892093.62,3298020.99,2181416.22,1104585.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2013 Q1,46116047.77,44965401.25,44641288.74,39514284.57,47290960.25,40641225.6,40158089.42,33628237.33,31986134.13,31079551.05,36250239.26,37365198.23,33104974.56,27897584.83,29551658.66,32450099.67,31212435.44,25345460.79,22988010.38,25682520.83,24103275.57,19222731.54,23077344.36,18811034.56,16002922.23,16689094.11,16742725.87,15128764.66,14187367.3,14230294.16,11275288.73,10238826.95,8183758.03,8604771.69,7145358.9,6397908.24,4215891.48,3373383.31,2444921.19,1286139.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2013 Q2,42014893.59,35662323.87,43279112.71,33042946.4,39446585.08,31227316.08,30570806.12,37436185.5,32093723.46,31800602.05,33821272.94,33190286.9,26678355.24,27869948.98,25110059.0,22947854.18,21910643.32,21731912.05,19498984.19,18597353.05,21079411.82,16627728.94,17118803.34,17724607.38,17655837.39,14217899.52,13625496.57,15231420.47,12259897.51,11375384.71,9098842.21,8114441.71,7143143.11,7733638.88,6312827.08,5831133.24,4025110.69,2763386.49,2039783.99,996169.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2013 Q3,38685651.99,41450670.93,46398667.02,37010847.38,33907171.71,42108827.68,42147704.31,37677272.87,31039214.37,37372666.2,33328632.43,32357736.42,34450990.13,33134428.31,29495766.28,23403787.67,28498684.09,25258202.27,22931319.25,22134301.33,20714917.42,20800221.19,18439758.26,17287820.27,18138220.82,16506443.48,13220040.58,16351043.66,14129281.86,12478144.5,9709087.38,10848825.11,7456131.1,6896855.69,7097462.12,4858027.14,3839544.23,3729078.83,2161552.08,978092.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2013 Q4,52178090.78,49035986.14,49346792.9,47624765.96,47773677.06,36305638.72,38755365.15,38722549.72,32789116.14,37717786.08,34993433.66,33829685.09,31370977.83,28460290.89,32780229.32,27248802.52,27227603.55,30099192.71,22247754.85,26102668.58,25731691.32,24982788.63,22081832.75,18496462.81,17277023.57,15063005.37,17988223.36,13769378.05,12577748.91,11009582.36,11178212.35,9575795.46,9623550.84,7431671.61,7656966.7,5876608.97,5021711.56,3933632.98,2492798.22,1230291.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2014 Q1,49816070.54,49991222.88,46116110.57,39860624.85,46822854.74,36760141.3,35647598.06,37520307.57,43865559.61,32661808.15,39107111.47,38580707.85,33558857.2,34652258.87,29446995.51,33025921.34,26961905.49,25731039.03,25767629.29,27957129.46,27534437.81,24828259.82,22060043.16,20149448.28,19793715.69,18909783.97,15749192.98,14742947.68,12410922.77,13579037.36,11148255.59,9660635.19,11135598.13,9757496.94,6649959.84,5869930.97,5590849.76,4161213.4,2482152.97,1228515.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2014 Q2,40618507.49,46143334.34,36977896.66,45163606.48,35072126.77,42729616.23,32500449.18,36298447.82,35520672.43,35187975.88,32634842.29,33476991.31,31443283.86,30255614.27,24514003.94,28048312.83,24573946.08,24773989.48,27326093.64,23448987.7,19011830.34,18223846.26,18333069.26,19559030.68,19711433.25,14992832.99,15086001.72,12598287.7,13431952.12,10384749.04,12440894.24,8322233.62,8374215.39,7481749.43,6439506.11,5020420.12,4537303.2,3253524.96,1986598.25,1067035.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2014 Q3,49707692.58,49638123.33,37145824.79,37239361.7,45757047.63,41162388.87,34410824.53,34156227.31,35224293.42,36430163.08,30116053.59,31950006.37,31669894.75,34178150.28,25544124.12,30113866.77,29037078.66,23172558.26,26986702.88,24948662.85,18995888.2,18829041.21,17514989.11,17919890.22,15956753.96,17714557.28,13652821.24,15271310.88,14120832.23,11789035.68,12635342.96,9069793.83,9545255.03,7322983.77,6809917.24,5397820.63,4004915.77,3776250.29,2521186.26,970487.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2014 Q4,37777649.43,47559159.74,38606777.79,44703884.39,39288766.48,41839661.22,37070966.61,30501193.96,32373606.83,29071915.56,31976245.74,28218388.35,26807203.02,30209352.03,30581854.07,25413253.36,22154092.54,22394528.84,23052374.33,21542660.93,21410760.11,21959710.52,16574241.97,16909421.4,14840249.37,16579927.96,16994979.2,13081231.81,11340458.85,10079071.5,11702807.77,9388346.15,7872623.06,6444912.84,6152350.68,5031957.51,4707427.43,3222654.08,2204221.37,922848.19,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2015 Q1,42081215.9,38933592.53,50531271.95,48787392.6,44471560.21,40213699.43,42160706.84,41405109.32,33069441.33,31586063.13,39397332.72,34100095.93,28843761.89,31703566.65,27981745.13,25371479.91,26757757.0,24124127.29,28669507.44,25036960.22,21635511.27,21093281.2,21673291.15,17151912.55,17807057.18,16648984.13,16675156.03,17454049.25,15738313.85,12684446.64,10959234.52,10910821.67,10673258.91,8320597.31,6879164.94,6609954.83,4969360.92,3721481.58,2513394.65,1201273.28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015 Q2,56383035.47,55150132.44,48625518.55,49490531.42,39379004.57,42482727.19,46390710.1,34954704.06,42086008.67,39469400.38,41503642.65,32967921.21,34483172.65,36983667.76,30705400.55,33752979.17,30829156.08,28529375.06,31127399.61,25884451.15,26726153.41,23156734.61,24442623.37,18368525.52,19238541.22,20260738.72,18798898.29,15275554.22,12835268.12,15193683.82,11597160.35,10214030.75,8850622.58,7959154.68,7690190.91,6556252.34,4689039.22,3468750.88,2603107.06,1303038.78,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2015 Q3,37299987.78,40622076.94,38450495.2,36312370.82,34811785.28,32699544.3,40916133.49,34697585.39,33234379.93,34508555.89,35139235.88,31913755.33,32318641.01,28975666.85,26734147.53,25975767.22,22693782.54,24211226.53,20322814.06,20887416.91,18708331.32,21514370.94,21531067.2,19712713.23,18428537.15,16040200.1,16671449.09,15263477.13,13741326.47,13297613.38,9698257.25,10349967.41,7872122.87,7565855.0,5979678.86,4902424.97,4245751.37,3080639.77,2431287.38,1021418.84,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2015 Q4,49512079.94,52147060.95,51914829.23,46260260.04,39689854.77,39808044.57,37809420.59,42783887.84,37014645.96,36306875.73,33405103.56,40694250.51,30970735.54,32813300.32,30135725.3,33525296.98,25594964.13,26580730.92,28321509.6,25387425.73,24372929.25,25666758.44,23295206.44,24003471.17,21080496.57,18191256.83,16806203.84,17606306.79,13022470.03,14371865.06,11755591.42,11571832.47,9045758.43,9987868.48,8458023.56,6610046.49,4909988.93,4266946.73,2299477.29,1246944.46,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2016 Q1,45141010.73,47709682.73,46575343.55,45915076.6,37904094.78,41026288.15,42208318.94,33665295.98,39315419.5,34995548.77,28880376.83,30901407.49,27492297.62,27395154.53,32406726.28,31110211.29,30536383.0,22395605.98,27902298.47,22185583.96,20849395.77,21235587.94,17976321.79,19136689.66,16295487.46,16742374.91,15379783.53,13980541.84,13286278.92,14071849.91,10591527.16,8842895.5,8088816.2,8654780.74,6074232.43,5024014.59,4033690.12,3420605.47,2204998.35,1024972.88,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2016 Q2,51729731.97,48534163.97,43862949.21,53147190.01,46027851.7,51337411.05,40804689.12,45735945.43,42222302.38,44562889.24,37802993.19,40035296.56,32262771.95,37185262.96,32739684.53,29352890.16,32622609.18,29481228.01,30591540.43,30790752.76,22689410.83,26683540.93,21446388.67,22925789.39,19536628.64,18378802.79,19372973.28,17007765.3,16880852.61,13314803.32,12299947.33,12756895.69,11958632.01,9050633.15,8347522.31,6525338.73,5208904.94,4249367.46,2237901.65,1205492.71,,,,,,,,,,,,,,,,,,,,,,,,,
2016 Q3,45179927.93,47250615.08,52076480.93,41213843.26,48706699.4,39518243.33,41971310.32,42796208.54,42463101.19,43371005.85,39113472.13,35244824.68,30129929.04,32902464.75,32246880.97,30702403.32,26448731.27,30665088.68,28847870.06,22270419.2,25881646.41,20510388.39,23159724.43,21907581.8,18567103.14,20364483.51,17385762.12,13648979.82,12750301.71,14915436.92,13247591.45,11018749.75,10807543.54,9317386.52,6638008.3,5319014.34,5552789.51,4089305.42,2578344.55,,,,,,,,,,,,,,,,,,,,,,,,,,
2016 Q4,52122747.68,51527231.72,39657202.17,41931036.24,41663533.37,47381647.67,37633923.81,34945525.43,39758116.4,36883598.47,38342130.98,40319026.68,30070256.17,36976616.85,34267658.37,25736345.25,31543013.97,30532403.52,23093967.56,22043370.73,27247665.44,20004817.09,18969513.14,20636394.0,17177110.52,19400548.06,18853923.04,14231444.59,12566384.1,15113327.15,12975352.5,11409235.48,8569741.95,7570912.05,6428823.62,6213375.57,4396818.7,3653396.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q1,50841003.62,46989575.79,46302096.15,40053445.34,43819004.64,43094207.84,35812067.96,41987968.06,32515177.07,37585597.93,36706229.87,27881873.27,28611056.41,31360044.51,26195327.55,26629032.38,26083673.34,28558696.62,23386244.21,26425485.13,22319958.89,21826674.91,23234797.3,19374999.64,18539549.52,16551040.89,18051048.91,13218556.93,12486330.81,12984032.99,11826282.19,11174407.97,9410435.26,8776540.22,5992170.15,5693345.4,3988150.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q2,51816033.05,45027374.9,39545035.63,39245768.95,43257011.07,36317004.79,38970441.7,35669777.57,40522369.32,36910588.76,32312268.48,32077790.93,32800574.9,35065803.87,26308782.81,29201196.45,32132962.27,25171592.33,21897955.52,26391702.0,20067704.13,20519530.22,18919883.9,17133215.46,17621254.9,16839877.72,17964451.8,13276090.98,15518112.76,13912890.23,12208138.81,10522751.87,8551926.77,7410373.54,7281333.03,6118008.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q3,42781958.83,44511449.87,43639492.82,45535967.23,39931114.74,47535049.53,45556680.94,37199804.86,36782057.64,32554321.3,32844712.32,29904269.34,31644137.97,29945572.16,34789707.69,26903066.99,32442518.23,25012124.77,26318651.95,24768962.03,26983129.47,21704664.57,22878247.46,18343172.99,21989437.74,19485613.22,15886091.18,16847053.69,15544237.48,14015040.28,12218216.22,10732656.74,8636458.34,8305671.39,7917421.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q4,47216722.08,50793624.7,50031421.68,41891694.16,43414434.75,42988815.16,40702768.6,45233590.24,43320571.7,43668826.08,33571672.96,41866379.36,36720412.21,39560634.54,38757632.21,32511766.76,31264286.47,31320312.77,30392615.77,23237872.77,22681893.29,23034537.82,26889824.04,25192422.05,22354430.34,19445175.41,20683564.66,15313694.9,16805155.21,12350933.15,13893863.97,11474659.58,10963119.89,8902302.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q1,47347908.97,47698404.47,42984842.69,46829363.98,39428643.15,38735280.3,33807403.46,42829461.8,36498778.15,32202412.28,37850271.85,36894400.12,37031696.42,26965114.2,33810683.93,30552382.13,25769677.49,26268432.67,26288142.69,22431265.96,22352990.49,22824248.41,23150888.45,19180526.42,17418419.13,18487604.58,16346563.63,15144659.3,15572058.41,14278431.73,10663416.03,10134126.91,10203822.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q2,51573962.27,57931128.69,46356864.05,46181649.45,52146856.29,41823737.03,47129405.75,38108585.13,43074846.56,44848750.36,36737929.44,44247147.07,41355195.22,38322490.33,34528737.6,28428969.26,27502236.66,26721082.67,30059836.49,25552470.15,29955400.04,22756665.33,24961211.98,19970023.72,22640045.69,18343359.49,17846556.67,18182633.91,13812097.16,15331848.91,12274517.32,12815886.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q3,49213977.52,51324205.2,47218316.14,41827955.46,36639258.28,42108563.95,45423840.68,42518484.96,36108194.72,42561581.6,32162766.08,33818706.22,36616280.44,32724017.93,27962898.32,26675088.63,29723791.19,27493207.53,25900398.55,22996986.32,22809569.35,23243915.07,24288741.51,19792021.9,18604381.47,17184335.8,17668939.05,17210024.72,12279052.02,12941485.63,11977972.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q4,53558509.07,47584404.47,45077633.1,42912240.26,36767851.36,46623091.74,36335413.26,43464357.83,32660074.09,38043881.32,40098312.4,38416379.45,30933991.77,31719881.84,26202344.88,29204160.87,32164752.34,28449690.98,27974187.74,26479973.72,20462074.18,20419339.86,21494293.44,17129175.45,21026254.83,19865289.32,17480141.17,17149334.02,13546013.14,12076450.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q1,40149056.5,39875842.89,41154659.46,42149697.58,36363986.34,36148133.89,35122040.37,34491934.63,34552892.7,35327711.27,36520358.03,33371589.47,30799022.01,31289992.16,27759241.84,29135307.98,30711710.16,27797993.26,23430877.48,22076704.85,20285752.47,25068252.85,23484710.52,19229310.8,19999674.72,20005166.14,15818667.39,16548284.44,14530161.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q2,56129635.22,46797000.25,50232936.07,45754966.43,53836373.6,42548534.66,42197879.68,41589076.09,40464009.33,41949304.66,34872157.37,42491495.92,39328321.07,31548829.74,35801010.77,30346574.03,34673802.15,26054454.19,30045172.12,29392302.79,29172787.23,24098047.65,24430871.25,24769192.25,20362910.66,18433704.46,15645077.59,17833162.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q3,47446703.56,45803289.14,43108669.9,54111914.4,53323556.95,44134402.11,46522543.64,38913831.08,42106122.31,36100206.67,36150807.53,34056453.47,31168874.26,33435508.41,36562232.45,33801208.21,35077762.04,29282086.43,30477578.15,24787699.14,23024249.66,26373867.59,25600530.0,21661025.09,22263954.09,19606959.5,16458402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q4,54860824.19,54330653.66,42734711.74,53651019.96,40923069.18,45761801.34,36979449.77,47082779.7,36558914.6,37432462.83,36349418.32,42271674.16,33189746.08,30530889.27,31893024.12,34729639.5,31048732.68,25985234.81,25552783.14,26413854.83,26920523.0,22896789.59,25175256.17,21872967.98,22019384.79,18439382.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q1,58417274.5,63123053.24,53150961.27,50106527.78,56849805.58,52164344.34,46240772.82,52866733.41,40693719.77,39314805.59,47167118.81,47069092.23,42705457.87,36266865.89,41849912.53,35337139.82,37002783.12,33295915.06,30387249.4,30059524.44,31850437.12,23364911.3,27123538.33,22563901.62,20827890.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q2,55088181.55,56525104.66,56997153.2,48790756.36,49243789.78,51524065.11,41182359.77,50359275.19,46489204.19,37980686.51,46870858.53,38932889.06,44081469.74,40632758.06,36741326.89,37090285.56,35214515.6,35793829.03,30973429.22,30114360.03,31114407.81,27294147.8,21966846.26,26622026.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q3,51931835.18,52770408.18,50356932.88,48159268.8,48752636.37,43748581.72,47019242.47,36252679.62,33995014.5,32550903.14,39502996.96,33163995.96,31543274.1,36484345.76,32467430.48,29117047.02,31491973.09,24178051.06,30309776.08,24471219.45,21156796.77,22903216.76,19002702.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q4,56047685.83,53607415.48,60831246.76,48812502.15,52551117.57,57836623.42,54284361.02,52875292.23,45525011.44,39679553.19,44782861.02,43717221.29,41552994.58,38944659.16,41110840.57,36113812.95,36769656.83,31105291.59,30795445.03,32213128.67,25823810.2,27541836.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Q1,56075881.78,58133583.22,46321441.42,46177979.63,53881870.15,41280685.99,50538503.65,38168638.27,43063989.07,42814087.51,43034780.65,42671018.25,34094492.11,32054918.05,34613909.95,35641809.67,29497461.38,30756019.87,26460413.56,32083590.33,29597863.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Q2,54457736.27,45171551.91,50745465.07,51786891.57,55308741.84,44014102.28,49988858.54,41770702.17,46386567.38,37687740.63,45073705.15,36177758.47,35154190.45,35278724.82,37119399.28,36940550.74,28086918.37,32457440.03,29317401.21,29541659.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Q3,42543993.59,45791426.51,51179796.22,50198059.33,45294830.63,39926502.54,38014314.85,41566912.05,41835481.89,37181145.1,32958934.21,40522075.58,35702332.02,36828942.1,33040452.12,31111345.25,32414071.36,30379740.98,24270550.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Q4,58682805.13,44873602.86,54603556.44,53923312.86,45933082.83,51962711.55,41120444.99,42071206.11,47540747.09,38793122.52,38814589.41,41423429.09,31188389.52,38138486.12,32640967.67,30699663.97,28482824.68,33473295.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022 Q1,47646593.45,40161515.39,38651436.82,38457548.05,39280016.12,36013523.98,41507086.93,33940660.18,33758406.47,40460131.15,40453861.14,32940975.03,31953537.61,31089520.78,27356827.08,25631566.63,27039988.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022 Q2,51658376.06,51957835.95,46079639.76,42899639.58,41723440.97,46615157.55,47018865.53,45128617.03,39162948.82,34831682.64,32637326.74,37753052.65,39991247.1,34097116.79,38026036.19,31263784.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
