Cohort,Dev_0,Dev_1,Dev_2,Dev_3,Dev_4,Dev_5,Dev_6,Dev_7,Dev_8,Dev_9,Dev_10,Dev_11,Dev_12,Dev_13,Dev_14,Dev_15,Dev_16,Dev_17,Dev_18,Dev_19,Dev_20,Dev_21,Dev_22,Dev_23,Dev_24,Dev_25,Dev_26,Dev_27,Dev_28,Dev_29,Dev_30,Dev_31,Dev_32,Dev_33,Dev_34,Dev_35,Dev_36,Dev_37,Dev_38,Dev_39,Dev_40,Dev_41,Dev_42,Dev_43,Dev_44,Dev_45,Dev_46,Dev_47,Dev_48,Dev_49,Dev_50,Dev_51,Dev_52,Dev_53,Dev_54,Dev_55,Dev_56,Dev_57,Dev_58,Dev_59,Dev_60,Dev_61,Dev_62,Dev_63,Dev_64
2012 Q3,46.0,86.0,127.0,166.0,206.0,244.0,277.0,311.0,343.0,376.0,407.0,438.0,466.0,493.0,518.0,542.0,564.0,585.0,605.0,626.0,645.0,665.0,683.0,701.0,717.0,732.0,749.0,763.0,778.0,791.0,804.0,817.0,829.0,840.0,851.0,863.0,874.0,885.0,895.0,904.0,914.0,922.0,930.0,938.0,946.0,953.0,960.0,967.0,974.0,979.0,985.0,991.0,996.0,1002.0,1007.0,,,,,,,,,,
2012 Q4,53.0,105.0,150.0,197.0,243.0,283.0,325.0,364.0,399.0,435.0,473.0,508.0,542.0,571.0,599.0,626.0,653.0,679.0,707.0,730.0,753.0,776.0,797.0,818.0,838.0,856.0,875.0,893.0,909.0,925.0,940.0,955.0,970.0,984.0,998.0,1011.0,1022.0,1033.0,1044.0,1055.0,1065.0,1075.0,1085.0,1095.0,1104.0,1113.0,1121.0,1130.0,1137.0,1145.0,1152.0,1158.0,1165.0,1171.0,,,,,,,,,,,
2013 Q1,52.0,99.0,147.0,197.0,244.0,285.0,325.0,365.0,403.0,440.0,473.0,505.0,539.0,568.0,599.0,626.0,656.0,682.0,710.0,732.0,755.0,780.0,800.0,821.0,841.0,859.0,877.0,896.0,914.0,931.0,948.0,962.0,977.0,992.0,1006.0,1018.0,1031.0,1042.0,1053.0,1065.0,1076.0,1086.0,1096.0,1106.0,1115.0,1123.0,1132.0,1139.0,1147.0,1154.0,1161.0,1167.0,1174.0,,,,,,,,,,,,
2013 Q2,45.0,89.0,130.0,169.0,207.0,247.0,280.0,313.0,348.0,383.0,412.0,442.0,470.0,497.0,523.0,549.0,574.0,596.0,620.0,642.0,664.0,684.0,702.0,720.0,739.0,756.0,774.0,789.0,803.0,817.0,830.0,844.0,857.0,870.0,881.0,893.0,904.0,914.0,924.0,934.0,944.0,953.0,961.0,970.0,978.0,986.0,993.0,1000.0,1006.0,1013.0,1019.0,1025.0,,,,,,,,,,,,,
2013 Q3,49.0,92.0,137.0,181.0,224.0,262.0,302.0,338.0,371.0,403.0,434.0,464.0,492.0,522.0,550.0,579.0,604.0,628.0,651.0,675.0,696.0,717.0,738.0,757.0,776.0,794.0,810.0,825.0,841.0,857.0,872.0,885.0,899.0,911.0,924.0,936.0,947.0,958.0,969.0,979.0,989.0,998.0,1007.0,1016.0,1025.0,1033.0,1041.0,1047.0,1055.0,1061.0,1068.0,,,,,,,,,,,,,,
2013 Q4,50.0,102.0,154.0,202.0,245.0,286.0,326.0,367.0,405.0,441.0,476.0,511.0,544.0,576.0,604.0,632.0,661.0,686.0,711.0,735.0,759.0,781.0,804.0,823.0,843.0,862.0,880.0,899.0,915.0,931.0,946.0,961.0,974.0,989.0,1002.0,1013.0,1026.0,1039.0,1050.0,1062.0,1072.0,1082.0,1091.0,1100.0,1109.0,1117.0,1125.0,1133.0,1142.0,1148.0,,,,,,,,,,,,,,,
2014 Q1,53.0,106.0,151.0,196.0,238.0,283.0,321.0,362.0,398.0,438.0,473.0,508.0,540.0,572.0,601.0,629.0,656.0,680.0,706.0,729.0,753.0,776.0,797.0,817.0,838.0,857.0,875.0,892.0,908.0,924.0,939.0,953.0,968.0,981.0,995.0,1009.0,1021.0,1032.0,1044.0,1055.0,1065.0,1076.0,1085.0,1094.0,1103.0,1111.0,1120.0,1127.0,1136.0,,,,,,,,,,,,,,,,
2014 Q2,47.0,96.0,142.0,184.0,222.0,262.0,300.0,335.0,368.0,399.0,433.0,464.0,493.0,519.0,547.0,574.0,599.0,624.0,645.0,667.0,689.0,708.0,729.0,748.0,765.0,782.0,799.0,814.0,829.0,844.0,859.0,872.0,886.0,899.0,912.0,924.0,936.0,947.0,957.0,966.0,976.0,985.0,995.0,1004.0,1012.0,1020.0,1028.0,1035.0,,,,,,,,,,,,,,,,,
2014 Q3,54.0,102.0,147.0,195.0,240.0,280.0,322.0,361.0,398.0,432.0,465.0,496.0,525.0,554.0,581.0,610.0,636.0,663.0,688.0,713.0,736.0,757.0,776.0,798.0,818.0,835.0,853.0,871.0,886.0,900.0,915.0,928.0,943.0,956.0,969.0,982.0,994.0,1007.0,1017.0,1027.0,1038.0,1047.0,1056.0,1064.0,1073.0,1082.0,1090.0,,,,,,,,,,,,,,,,,,
2014 Q4,48.0,95.0,144.0,187.0,229.0,270.0,309.0,349.0,386.0,422.0,455.0,489.0,522.0,553.0,582.0,608.0,634.0,660.0,683.0,707.0,730.0,751.0,774.0,796.0,814.0,831.0,849.0,865.0,880.0,896.0,911.0,927.0,942.0,955.0,968.0,980.0,991.0,1003.0,1015.0,1025.0,1035.0,1045.0,1054.0,1063.0,1072.0,1080.0,,,,,,,,,,,,,,,,,,,
2015 Q1,56.0,112.0,162.0,211.0,259.0,303.0,350.0,394.0,436.0,477.0,516.0,550.0,586.0,616.0,648.0,681.0,711.0,739.0,768.0,794.0,817.0,840.0,862.0,884.0,906.0,927.0,945.0,965.0,982.0,1000.0,1017.0,1033.0,1048.0,1063.0,1078.0,1091.0,1105.0,1118.0,1130.0,1141.0,1151.0,1162.0,1173.0,1183.0,1192.0,,,,,,,,,,,,,,,,,,,,
2015 Q2,57.0,113.0,161.0,210.0,256.0,298.0,341.0,383.0,425.0,461.0,498.0,532.0,569.0,604.0,635.0,665.0,694.0,724.0,752.0,779.0,803.0,826.0,848.0,870.0,892.0,912.0,931.0,950.0,970.0,988.0,1004.0,1021.0,1036.0,1051.0,1066.0,1079.0,1093.0,1105.0,1117.0,1129.0,1141.0,1152.0,1162.0,1171.0,,,,,,,,,,,,,,,,,,,,,
2015 Q3,49.0,93.0,134.0,175.0,214.0,251.0,289.0,324.0,358.0,390.0,424.0,453.0,481.0,507.0,536.0,560.0,585.0,608.0,631.0,653.0,673.0,693.0,714.0,734.0,753.0,770.0,787.0,804.0,820.0,835.0,850.0,865.0,877.0,889.0,902.0,913.0,924.0,935.0,944.0,954.0,964.0,973.0,982.0,,,,,,,,,,,,,,,,,,,,,,
2015 Q4,56.0,112.0,166.0,217.0,263.0,306.0,349.0,392.0,428.0,464.0,502.0,538.0,572.0,604.0,636.0,666.0,696.0,723.0,749.0,774.0,800.0,822.0,845.0,867.0,887.0,906.0,926.0,944.0,962.0,978.0,995.0,1010.0,1025.0,1039.0,1052.0,1066.0,1080.0,1093.0,1104.0,1116.0,1126.0,1136.0,,,,,,,,,,,,,,,,,,,,,,,
2016 Q1,48.0,98.0,143.0,186.0,228.0,268.0,305.0,343.0,376.0,411.0,444.0,476.0,504.0,534.0,560.0,586.0,614.0,639.0,662.0,683.0,705.0,725.0,747.0,765.0,783.0,801.0,819.0,834.0,851.0,866.0,881.0,895.0,909.0,921.0,934.0,946.0,959.0,970.0,980.0,990.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016 Q2,62.0,119.0,171.0,221.0,273.0,320.0,364.0,411.0,452.0,492.0,532.0,567.0,605.0,642.0,675.0,705.0,736.0,764.0,792.0,819.0,844.0,870.0,893.0,917.0,940.0,963.0,984.0,1003.0,1022.0,1040.0,1058.0,1075.0,1091.0,1107.0,1122.0,1136.0,1151.0,1164.0,1176.0,1187.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016 Q3,56.0,110.0,158.0,207.0,254.0,296.0,339.0,384.0,425.0,465.0,500.0,538.0,570.0,601.0,634.0,663.0,690.0,717.0,745.0,771.0,795.0,819.0,841.0,862.0,882.0,903.0,921.0,941.0,958.0,976.0,993.0,1010.0,1024.0,1039.0,1053.0,1066.0,1078.0,1090.0,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016 Q4,57.0,111.0,159.0,208.0,254.0,295.0,340.0,377.0,417.0,455.0,490.0,524.0,557.0,589.0,618.0,647.0,677.0,704.0,729.0,754.0,777.0,799.0,820.0,842.0,862.0,883.0,902.0,919.0,937.0,953.0,969.0,985.0,1000.0,1014.0,1027.0,1040.0,1053.0,1065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q1,50.0,99.0,147.0,192.0,233.0,277.0,317.0,355.0,391.0,425.0,459.0,492.0,525.0,554.0,583.0,612.0,640.0,665.0,688.0,713.0,736.0,756.0,778.0,798.0,816.0,835.0,852.0,870.0,887.0,902.0,918.0,934.0,949.0,962.0,974.0,988.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q2,55.0,107.0,155.0,204.0,249.0,290.0,330.0,368.0,409.0,447.0,483.0,518.0,548.0,578.0,606.0,634.0,661.0,686.0,713.0,739.0,763.0,785.0,808.0,829.0,851.0,871.0,889.0,907.0,926.0,942.0,959.0,975.0,991.0,1005.0,1019.0,1033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q3,57.0,109.0,156.0,203.0,251.0,292.0,332.0,371.0,408.0,444.0,478.0,512.0,547.0,577.0,609.0,638.0,664.0,691.0,715.0,741.0,764.0,785.0,806.0,826.0,845.0,866.0,884.0,902.0,920.0,937.0,953.0,968.0,982.0,996.0,1009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Q4,55.0,106.0,156.0,205.0,254.0,303.0,351.0,390.0,429.0,467.0,505.0,539.0,573.0,607.0,637.0,668.0,698.0,726.0,755.0,781.0,806.0,831.0,856.0,880.0,900.0,919.0,939.0,958.0,976.0,993.0,1010.0,1027.0,1043.0,1056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q1,54.0,107.0,153.0,203.0,249.0,294.0,333.0,372.0,410.0,448.0,481.0,513.0,545.0,576.0,605.0,632.0,659.0,685.0,710.0,736.0,758.0,780.0,801.0,823.0,843.0,863.0,882.0,900.0,918.0,933.0,948.0,964.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q2,55.0,110.0,163.0,217.0,264.0,310.0,353.0,398.0,442.0,483.0,523.0,559.0,593.0,626.0,658.0,689.0,720.0,748.0,776.0,804.0,829.0,853.0,876.0,897.0,919.0,939.0,960.0,980.0,999.0,1018.0,1035.0,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q3,53.0,108.0,159.0,207.0,256.0,301.0,341.0,380.0,419.0,455.0,494.0,529.0,561.0,594.0,623.0,654.0,682.0,709.0,735.0,760.0,785.0,808.0,830.0,853.0,875.0,896.0,915.0,934.0,952.0,968.0,985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 Q4,50.0,103.0,152.0,200.0,244.0,291.0,331.0,371.0,408.0,445.0,479.0,513.0,547.0,577.0,606.0,634.0,661.0,688.0,713.0,738.0,760.0,781.0,804.0,826.0,844.0,864.0,882.0,901.0,919.0,935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q1,49.0,97.0,150.0,197.0,240.0,284.0,326.0,363.0,404.0,440.0,474.0,509.0,541.0,573.0,601.0,629.0,658.0,684.0,711.0,737.0,761.0,783.0,807.0,829.0,848.0,867.0,885.0,903.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q2,57.0,110.0,163.0,210.0,256.0,302.0,348.0,388.0,428.0,469.0,505.0,541.0,578.0,611.0,644.0,674.0,705.0,735.0,761.0,788.0,815.0,839.0,861.0,885.0,908.0,927.0,948.0,966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q3,62.0,118.0,170.0,224.0,275.0,323.0,367.0,412.0,457.0,497.0,539.0,580.0,620.0,655.0,687.0,722.0,754.0,786.0,813.0,843.0,872.0,899.0,924.0,946.0,968.0,989.0,1009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Q4,56.0,110.0,167.0,218.0,267.0,320.0,366.0,415.0,458.0,501.0,543.0,581.0,616.0,653.0,685.0,719.0,750.0,783.0,811.0,838.0,864.0,888.0,913.0,936.0,958.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q1,64.0,127.0,184.0,237.0,290.0,339.0,386.0,432.0,476.0,517.0,559.0,601.0,642.0,681.0,718.0,753.0,787.0,820.0,852.0,880.0,908.0,936.0,961.0,987.0,1011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q2,61.0,116.0,177.0,231.0,281.0,330.0,380.0,430.0,473.0,516.0,558.0,597.0,638.0,674.0,708.0,741.0,776.0,807.0,839.0,870.0,898.0,924.0,949.0,974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q3,53.0,108.0,155.0,203.0,252.0,299.0,343.0,386.0,423.0,458.0,497.0,534.0,570.0,600.0,632.0,663.0,694.0,720.0,748.0,775.0,800.0,822.0,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Q4,61.0,123.0,178.0,229.0,284.0,339.0,386.0,436.0,484.0,524.0,566.0,606.0,646.0,684.0,717.0,749.0,782.0,812.0,843.0,871.0,900.0,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Q1,62.0,122.0,178.0,233.0,289.0,342.0,387.0,436.0,482.0,522.0,564.0,605.0,644.0,679.0,715.0,748.0,782.0,811.0,843.0,872.0,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Q2,59.0,116.0,178.0,233.0,283.0,333.0,385.0,433.0,478.0,524.0,564.0,603.0,643.0,681.0,718.0,750.0,785.0,816.0,845.0,875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Q3,52.0,107.0,156.0,205.0,255.0,303.0,347.0,391.0,431.0,472.0,510.0,546.0,582.0,615.0,645.0,676.0,707.0,732.0,757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 Q4,61.0,119.0,168.0,215.0,261.0,310.0,352.0,392.0,433.0,470.0,508.0,542.0,575.0,611.0,642.0,675.0,703.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022 Q1,56.0,112.0,164.0,215.0,261.0,303.0,350.0,392.0,433.0,473.0,513.0,549.0,582.0,616.0,649.0,679.0,706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022 Q2,56.0,115.0,167.0,217.0,265.0,314.0,359.0,406.0,448.0,489.0,531.0,569.0,606.0,641.0,674.0,706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022 Q3,67.0,136.0,201.0,262.0,316.0,368.0,418.0,470.0,517.0,563.0,611.0,654.0,694.0,732.0,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022 Q4,63.0,123.0,184.0,236.0,292.0,341.0,388.0,439.0,488.0,531.0,574.0,613.0,649.0,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 Q1,57.0,108.0,158.0,205.0,253.0,300.0,344.0,390.0,429.0,470.0,507.0,541.0,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 Q2,71.0,138.0,202.0,259.0,313.0,371.0,421.0,472.0,520.0,565.0,613.0,654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 Q3,67.0,132.0,192.0,250.0,306.0,363.0,411.0,463.0,512.0,556.0,599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 Q4,63.0,122.0,180.0,235.0,294.0,351.0,399.0,451.0,500.0,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Q1,63.0,125.0,185.0,236.0,290.0,341.0,391.0,438.0,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Q2,66.0,134.0,196.0,260.0,321.0,376.0,428.0,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Q3,69.0,130.0,191.0,254.0,314.0,367.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Q4,65.0,124.0,185.0,243.0,300.0,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 Q1,65.0,133.0,202.0,260.0,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 Q2,64.0,121.0,176.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 Q3,66.0,128.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 Q4,75.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026 Q1,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
